,yr_built,bedrooms,sqft_living,price
820,1921,3.0,1720,620000.0
821,1941,2.0,870,245000.0
822,2004,3.0,1020,238000.0
823,1931,3.0,1260,523000.0
824,2003,3.0,2370,522500.0
825,1940,3.0,1000,180000.0
826,2007,3.0,1100,375000.0
827,1982,3.0,1440,249000.0
828,2003,4.0,3120,730100.0
829,1990,2.0,2260,551000.0
830,2005,4.0,2790,375000.0
831,1920,1.0,1140,540000.0
832,1987,3.0,1290,605000.0
833,1978,5.0,1730,205000.0
834,1983,4.0,3160,645000.0
835,2003,4.0,2340,314000.0
836,1960,3.0,1170,330000.0
837,1937,2.0,1160,490000.0
838,2010,3.0,1970,445000.0
839,1991,5.0,6490,2000000.0
840,2005,3.0,1410,377500.0
841,2009,4.0,2430,480000.0
842,2014,5.0,3360,804995.0
843,2012,3.0,1480,341000.0
844,2009,5.0,3200,675000.0
845,2008,3.0,2134,611000.0
846,2007,3.0,1860,379950.0
847,2008,4.0,5520,1270000.0
848,2006,2.0,1310,500000.0
849,1944,3.0,1700,410000.0
850,1986,3.0,2480,415000.0
851,1994,5.0,1970,297000.0
852,1985,4.0,2060,575550.0
853,1994,3.0,2130,534640.0
854,1987,3.0,1410,352500.0
855,1944,2.0,1360,488000.0
856,1954,3.0,1940,732000.0
857,1979,2.0,1610,215000.0
858,1928,2.0,1420,592500.0
859,1988,4.0,1700,290000.0
860,1929,2.0,1490,475000.0
861,1990,3.0,2680,320000.0
862,1967,4.0,3190,1216000.0
863,1962,5.0,2120,290000.0
864,1901,4.0,1690,487250.0
865,2003,4.0,1830,339000.0
866,1906,2.0,1010,440000.0
867,1945,4.0,2070,366500.0
868,1928,3.0,1710,462000.0
869,1945,4.0,1660,560000.0
870,1955,4.0,2080,285000.0
871,1993,3.0,1270,280000.0
872,1942,3.0,1080,210000.0
873,1940,3.0,1610,690000.0
874,1980,2.0,1120,256500.0
875,1966,4.0,2500,411000.0
876,1970,3.0,970,215000.0
877,1907,5.0,3370,762000.0
878,1960,3.0,1290,359950.0
879,2005,4.0,3370,480000.0
880,2008,4.0,3410,1405000.0
881,1999,4.0,2490,390000.0
882,1924,2.0,770,413500.0
883,1982,1.0,810,285000.0
884,1968,4.0,3060,475000.0
885,2014,3.0,1690,386591.0
886,1974,3.0,1890,524950.0
887,2005,2.0,1470,241000.0
888,1926,2.0,1060,461000.0
889,1988,4.0,3480,810000.0
890,1921,4.0,2730,885000.0
891,1986,3.0,1580,247000.0
892,1978,3.0,2170,296500.0
893,1942,2.0,930,141800.0
894,1906,4.0,1580,333000.0
895,1973,5.0,3290,602000.0
896,1979,4.0,2110,565000.0
897,1999,3.0,1670,373000.0
898,1977,3.0,2030,588000.0
899,1926,3.0,1500,485000.0
900,2005,3.0,1450,482500.0
901,1953,4.0,1310,251200.0
902,1979,5.0,4180,869000.0
903,1967,3.0,1630,464000.0
904,1993,4.0,2660,755000.0
905,2005,3.0,1720,280000.0
906,2004,2.0,1260,485000.0
907,1981,3.0,1610,305000.0
908,1941,2.0,680,110700.0
909,1937,4.0,2640,850000.0
910,1985,3.0,1640,350000.0
911,1976,4.0,2310,319950.0
912,1912,3.0,2010,700000.0
913,1908,2.0,1660,368000.0
914,2009,3.0,2200,433500.0
915,1998,4.0,2460,611000.0
916,1951,2.0,2430,1000000.0
917,1960,3.0,1370,307000.0
918,1967,3.0,1800,442500.0
919,1908,3.0,2200,485000.0
920,1945,2.0,700,367000.0
921,1995,3.0,1920,429000.0
922,1978,5.0,2190,446000.0
923,1984,3.0,2030,572500.0
924,2005,3.0,1350,477000.0
925,2008,3.0,1680,518000.0
926,1966,5.0,1250,462000.0
927,1914,4.0,2240,1190000.0
928,1954,3.0,950,137000.0
929,1997,3.0,2320,530000.0
930,2011,2.0,2380,818000.0
931,2007,2.0,1540,640000.0
932,2007,5.0,2100,298450.0
933,2013,4.0,2500,575000.0
934,2004,4.0,3230,730000.0
935,2001,3.0,2830,551000.0
936,1906,2.0,870,271310.0
937,1954,4.0,2690,675000.0
938,2008,3.0,1260,479000.0
939,1942,4.0,2680,520000.0
940,2014,3.0,2660,599950.0
941,1951,2.0,1480,483945.0
942,1965,4.0,1770,390000.0
943,1926,2.0,950,192500.0
944,1948,2.0,860,330000.0
945,1978,4.0,1960,250000.0
946,1943,2.0,1770,243000.0
947,1926,4.0,1280,575000.0
948,1982,4.0,2150,639000.0
949,1923,2.0,1790,710000.0
950,1987,3.0,1990,675000.0
951,2001,5.0,2430,405000.0
952,1965,4.0,2820,615000.0
953,1946,3.0,1910,490000.0
954,2005,3.0,1270,467000.0
955,1986,4.0,2050,480000.0
956,1952,6.0,2150,755000.0
957,1987,4.0,2450,760000.0
958,2012,2.0,1230,387000.0
959,1967,4.0,2260,925000.0
960,1943,2.0,1050,415000.0
961,1982,3.0,1570,263000.0
962,1967,4.0,1820,519900.0
963,1908,2.0,1540,570000.0
964,1953,3.0,2060,450000.0
965,2001,4.0,4380,1300000.0
966,1955,3.0,1090,300000.0
967,1965,3.0,1480,320000.0
968,1929,4.0,1320,387500.0
969,1976,1.0,2140,458000.0
970,1995,4.0,4560,1212500.0
971,2002,4.0,2800,380000.0
972,1967,3.0,1050,200000.0
973,1959,3.0,1490,385000.0
974,1945,2.0,1730,396675.0
975,1900,4.0,1210,452000.0
976,2004,4.0,2800,426000.0
977,1915,3.0,1570,792000.0
978,1987,3.0,1400,315000.0
979,1970,4.0,2850,1275000.0
980,1966,6.0,1880,326000.0
981,1953,2.0,790,268500.0
982,1948,2.0,1300,440000.0
983,1967,3.0,2120,300000.0
984,1941,3.0,1540,525000.0
985,1926,4.0,2620,978000.0
986,1919,6.0,2880,1125000.0
987,1921,4.0,1680,700000.0
988,1955,2.0,790,315000.0
989,1918,3.0,1092,309000.0
990,1967,3.0,1650,219950.0
991,2002,3.0,2090,289000.0
992,1950,4.0,2180,210000.0
993,1989,4.0,1990,260000.0
994,2006,4.0,2650,699000.0
995,1962,4.0,4460,1800000.0
996,1950,3.0,910,299950.0
997,1992,3.0,2770,749950.0
998,1939,3.0,2390,1100000.0
999,1987,3.0,3050,555000.0
1000,2003,3.0,1700,384000.0
1001,1989,5.0,3200,499950.0
1002,1906,3.0,1200,430000.0
1003,1999,4.0,2220,350000.0
1004,2004,3.0,2480,620000.0
1005,1976,4.0,2560,765000.0
1006,1961,4.0,2500,250000.0
1007,1947,2.0,1150,376000.0
1008,1950,4.0,1650,475000.0
1009,1969,3.0,1140,120750.0
1010,1957,3.0,3400,1690000.0
1011,1959,3.0,1180,330000.0
1012,1992,3.0,1700,619500.0
1013,1954,3.0,1240,345000.0
1014,1977,5.0,2890,598000.0
1015,1967,3.0,1060,335000.0
1016,1922,4.0,1590,372500.0
1017,1978,6.0,2860,300000.0
1018,2007,1.0,820,194000.0
1019,1963,3.0,2020,507500.0
1020,1959,4.0,1870,325000.0
1021,2004,3.0,2170,329900.0
1022,1947,4.0,1600,329000.0
1023,1925,4.0,2090,494000.0
1024,1978,4.0,1700,206000.0
1025,1941,4.0,1940,423000.0
1026,1957,3.0,1320,259000.0
1027,1938,4.0,3500,879950.0
1028,1903,5.0,2800,345600.0
1029,1920,3.0,1080,395000.0
1030,2007,4.0,3550,625000.0
1031,2003,3.0,2010,439000.0
1032,2008,3.0,1690,380000.0
1033,2007,3.0,1270,440000.0
1034,2008,3.0,1970,415000.0
1035,2014,4.0,3160,860000.0
1036,2008,3.0,1210,500000.0
1037,2008,4.0,3120,953007.0
1038,2006,4.0,2670,515000.0
1039,2014,3.0,1640,772000.0
1040,2013,4.0,2303,329995.0
1041,2014,3.0,1800,409316.0
1042,2013,5.0,4460,490000.0
1043,2009,2.0,1590,305000.0
1044,2009,4.0,3070,785000.0
1045,1993,2.0,1330,240000.0
1046,1947,3.0,990,325000.0
1047,1994,4.0,1900,535800.0
1048,2000,3.0,2020,720000.0
1049,1961,3.0,2000,374000.0
1050,1980,2.0,1100,189650.0
1051,1945,1.0,960,420850.0
1052,1998,4.0,3488,815000.0
1053,1987,2.0,1890,1065000.0
1054,1950,4.0,2030,199000.0
1055,1981,3.0,1380,195000.0
1056,1909,4.0,3660,1506000.0
1057,1997,3.0,1870,288400.0
1058,1979,4.0,2080,442000.0
1059,1988,4.0,2450,619420.0
1060,1948,4.0,2750,635000.0
1061,1916,3.0,1240,210000.0
1062,1990,3.0,1900,512500.0
1063,1999,3.0,2540,567000.0
1064,1998,3.0,2100,525000.0
1065,1909,4.0,1790,475000.0
1066,1984,3.0,1170,250000.0
1067,1956,3.0,1060,220000.0
1068,1941,5.0,1930,230000.0
1069,1961,3.0,1540,385500.0
1070,1973,5.0,2876,895000.0
1071,1988,3.0,2150,368250.0
1072,1947,2.0,1140,249900.0
1073,1969,3.0,980,350000.0
1074,1962,3.0,1230,175000.0
1075,1957,3.0,1390,270000.0
1076,1997,3.0,2380,495000.0
1077,2007,3.0,3690,1580000.0
1078,1931,5.0,3010,542500.0
1079,1969,3.0,1250,330000.0
1080,1926,4.0,2290,1003000.0
1081,1925,2.0,790,299800.0
1082,2002,3.0,2720,299900.0
1083,1972,4.0,2550,691000.0
1084,1972,2.0,1080,195000.0
1085,1962,3.0,2470,405000.0
1086,1909,2.0,850,360000.0
1087,1969,3.0,1990,256750.0
1088,1995,3.0,1800,332500.0
1089,1977,5.0,4850,975000.0
1090,1956,3.0,1020,218000.0
1091,1985,3.0,2420,429000.0
1092,1998,4.0,2910,589000.0
1093,1973,3.0,1060,255000.0
1094,1964,4.0,2340,668750.0
1095,2002,4.0,1800,344500.0
1096,1945,4.0,1660,452000.0
1097,1983,3.0,1300,540000.0
1098,1953,3.0,1780,246000.0
1099,1939,2.0,1030,535000.0
1100,1963,4.0,2790,970000.0
1101,1906,3.0,1150,430000.0
1102,1992,4.0,3290,520000.0
1103,2001,4.0,3400,712000.0
1104,1940,2.0,1200,450000.0
1105,1993,4.0,2160,220000.0
1106,1948,3.0,1450,525000.0
1107,2008,4.0,3240,1220000.0
1108,2007,3.0,1470,540000.0
1109,2001,4.0,2360,600000.0
1110,1987,3.0,2230,600000.0
1111,1986,4.0,2630,625000.0
1112,1966,3.0,1010,150000.0
1113,2003,3.0,1445,389999.0
1114,1935,3.0,2380,285000.0
1115,1998,4.0,2830,744000.0
1116,1996,4.0,3010,700000.0
1117,1978,4.0,2000,318989.0
1118,1998,3.0,2020,556000.0
1119,1993,3.0,2030,275000.0
1120,1994,3.0,2550,430000.0
1121,1949,2.0,970,300000.0
1122,1967,3.0,1540,396450.0
1123,1940,2.0,1396,225000.0
1124,2006,4.0,2780,700000.0
1125,1977,6.0,2220,260000.0
1126,1994,4.0,2350,655000.0
1127,1978,3.0,2760,1185000.0
1128,1992,3.0,4460,1550000.0
1129,2007,3.0,1440,413800.0
1130,2006,5.0,5330,950000.0
1131,2014,4.0,2220,334990.0
1132,2005,5.0,5305,2700000.0
1133,2009,3.0,3880,1030000.0
1134,2007,4.0,3810,1130000.0
1135,2007,3.0,1960,556000.0
1136,2009,3.0,1530,360000.0
1137,1983,4.0,3250,480000.0
1138,1994,3.0,1750,324000.0
1139,1983,4.0,3440,1050000.0
1140,1962,1.0,1170,275000.0
1141,1969,3.0,870,180000.0
1142,1998,4.0,2930,749000.0
1143,1966,3.0,3160,1600000.0
1144,1918,2.0,800,373500.0
1145,1987,4.0,2350,770000.0
1146,1977,2.0,1060,356000.0
1147,1984,3.0,2060,625000.0
1148,1904,2.0,1560,494400.0
1149,1950,4.0,3000,585000.0
1150,1907,3.0,1660,926300.0
1151,1908,3.0,1650,600000.0
1152,1990,4.0,3220,430000.0
1153,1976,3.0,2320,307000.0
1154,1981,4.0,2750,604700.0
1155,1956,3.0,910,219900.0
1156,2005,2.0,840,270000.0
1157,2007,3.0,1470,432000.0
1158,1943,6.0,2040,300000.0
1159,1922,3.0,1100,361000.0
1160,1959,2.0,940,249950.0
1161,1978,3.0,1110,320000.0
1162,1942,4.0,2200,305000.0
1163,1948,2.0,2860,503000.0
1164,1938,2.0,740,235750.0
1165,1954,4.0,2740,657000.0
1166,1956,3.0,1250,385000.0
1167,1991,4.0,3140,389950.0
1168,1954,2.0,820,150000.0
1169,1998,4.0,2570,254500.0
1170,1977,4.0,2350,555000.0
1171,1976,4.0,3600,1075000.0
1172,1967,4.0,1580,245000.0
1173,1949,2.0,1070,319950.0
1174,1951,3.0,1070,337000.0
1175,1907,4.0,1640,492000.0
1176,1987,3.0,2890,1170000.0
1177,1966,3.0,1220,348580.0
1178,1922,2.0,1400,180000.0
1179,1942,3.0,1040,400000.0
1180,1978,4.0,980,295000.0
1181,1963,4.0,3340,910000.0
1182,1996,6.0,6040,1150000.0
1183,2008,3.0,1900,431500.0
1184,1962,4.0,1740,180000.0
1185,1916,3.0,2000,677000.0
1186,1973,3.0,1610,1180500.0
1187,1977,4.0,3240,635700.0
1188,1978,5.0,2230,482000.0
1189,1998,2.0,1160,168000.0
1190,1950,4.0,2410,805000.0
1191,1983,2.0,590,398000.0
1192,1996,4.0,2600,665000.0
1193,1968,4.0,2170,592500.0
1194,1912,4.0,2080,940000.0
1195,1999,4.0,2860,655000.0
1196,2000,4.0,2980,622500.0
1197,2011,2.0,1230,380000.0
1198,1947,4.0,2260,648360.0
1199,1982,3.0,2200,432000.0
1200,1988,4.0,3030,1050000.0
1201,1979,2.0,1060,353250.0
1202,1996,4.0,4260,1000000.0
1203,2007,3.0,998,320000.0
1204,2014,4.0,2052,349900.0
1205,2005,4.0,3150,330000.0
1206,2006,3.0,1950,408000.0
1207,2010,3.0,1347,321000.0
1208,2007,4.0,3860,1051000.0
1209,2008,4.0,5060,2150000.0
1210,2008,3.0,1360,359000.0
1211,2006,5.0,2760,300000.0
1212,2013,5.0,2420,380000.0
1213,2010,3.0,2450,660000.0
1214,2005,3.0,1280,355000.0
1215,2011,3.0,1550,259000.0
1216,2008,1.0,550,353000.0
1217,2007,2.0,1520,430000.0
1218,1939,3.0,1670,460000.0
1219,1912,1.0,430,80000.0
1220,1991,4.0,2380,782000.0
1221,1982,3.0,960,218000.0
1222,1952,3.0,1920,325000.0
1223,1967,4.0,3680,980000.0
1224,1976,4.0,2530,902000.0
1225,1991,5.0,3840,556000.0
1226,1926,3.0,1240,662990.0
1227,1975,2.0,1300,225000.0
1228,2002,4.0,2380,439950.0
1229,1958,2.0,1300,175000.0
1230,1946,2.0,780,306000.0
1231,1970,4.0,1810,235000.0
1232,1911,3.0,2420,399500.0
1233,1910,3.0,1280,478000.0
1234,1941,2.0,1680,515000.0
1235,1992,3.0,2510,550000.0
1236,1955,3.0,1700,149000.0
1237,1992,3.0,1680,526000.0
1238,1999,1.0,820,527550.0
1239,1983,3.0,4380,1050000.0
1240,1984,3.0,2600,625000.0
1241,1999,5.0,3400,950000.0
1242,1942,5.0,2120,377691.0
1243,1951,4.0,2250,648475.0
1244,1942,3.0,1800,383000.0
1245,1994,3.0,2210,535000.0
1246,1923,3.0,1560,449950.0
1247,1967,4.0,2430,465425.0
1248,1987,4.0,2560,675000.0
1249,1926,3.0,1960,599000.0
1250,1963,3.0,1110,416000.0
1251,1924,2.0,1030,595000.0
1252,1966,4.0,1350,200000.0
1253,2005,3.0,1540,402000.0
1254,1966,4.0,1830,433000.0
1255,1979,4.0,1930,275000.0
1256,1983,3.0,1650,410000.0
1257,1965,4.0,3510,554820.0
1258,1988,4.0,3370,1325000.0
1259,1984,3.0,2390,735000.0
1260,1951,3.0,1230,607000.0
1261,1987,4.0,2830,549900.0
1262,1988,3.0,1620,258000.0
1263,1940,4.0,2290,661254.0
1264,1952,4.0,2840,945000.0
1265,1993,4.0,4220,799950.0
1266,1967,3.0,1080,132500.0
1267,1973,3.0,1620,467100.0
1268,1990,4.0,4390,1610000.0
1269,1926,3.0,1620,641000.0
1270,1947,3.0,1010,350000.0
1271,1983,4.0,1750,335000.0
1272,2000,3.0,4080,900000.0
1273,1965,4.0,2560,440000.0
1274,1925,3.0,1120,464600.0
1275,2003,4.0,4740,1200000.0
1276,1947,2.0,1340,300000.0
1277,1951,4.0,1590,670500.0
1278,1919,3.0,1430,552000.0
1279,1943,4.0,1450,244000.0
1280,2005,4.0,3500,788600.0
1281,1987,3.0,1630,445000.0
1282,1951,4.0,1814,530000.0
1283,1943,2.0,580,90000.0
1284,1931,3.0,1670,585000.0
1285,1924,2.0,1140,498000.0
1286,1940,2.0,800,379000.0
1287,1919,3.0,1300,462000.0
1288,1993,4.0,2440,388000.0
1289,1984,3.0,1490,255000.0
1290,1966,3.0,1800,665000.0
1291,1959,3.0,1830,550000.0
1292,1947,3.0,1500,606000.0
1293,1965,4.0,2210,334000.0
1294,2006,3.0,1270,360000.0
1295,2007,2.0,1140,235000.0
1296,2008,3.0,1620,580000.0
1297,2007,3.0,1220,355000.0
1298,2006,2.0,750,375000.0
1299,1979,4.0,1960,372000.0
1300,1924,3.0,1370,479000.0
1301,2004,5.0,4580,2000000.0
1302,1998,4.0,5584,1680000.0
1303,1924,2.0,1010,501000.0
1304,1994,3.0,1260,245000.0
1305,1989,3.0,1740,496700.0
1306,1996,4.0,2670,347000.0
1307,1943,2.0,720,199000.0
1308,2007,3.0,2460,440500.0
1309,2005,4.0,3670,820000.0
1310,1984,4.0,2630,325000.0
1311,1991,3.0,1570,195000.0
1312,1981,3.0,2980,675000.0
1313,2003,3.0,1560,295000.0
1314,1955,3.0,1620,355300.0
1315,1960,3.0,1140,276000.0
1316,1976,2.0,2730,460000.0
1317,1989,3.0,2130,880000.0
1318,2001,3.0,1780,370000.0
1319,2009,4.0,2100,346000.0
1320,1972,3.0,1140,172500.0
1321,1956,3.0,1690,379950.0
1322,1942,2.0,1160,468000.0
1323,1978,4.0,1720,477000.0
1324,1924,3.0,1210,529000.0
1325,2004,3.0,1255,312000.0
1326,1942,2.0,880,326100.0
1327,1954,3.0,1050,360000.0
1328,1961,3.0,1650,438000.0
1329,1954,3.0,1570,360000.0
1330,1921,4.0,2920,1050000.0
1331,1913,4.0,3000,688000.0
1332,1983,3.0,1850,585000.0
1333,1983,3.0,1440,265000.0
1334,1973,3.0,1440,375000.0
1335,1970,3.0,1810,326500.0
1336,1918,2.0,1180,160000.0
1337,1927,4.0,3070,1570000.0
1338,2004,5.0,3390,735000.0
1339,1940,2.0,1470,400000.0
1340,1952,4.0,2680,800000.0
1341,1978,4.0,2290,949880.0
1342,1949,3.0,1980,405000.0
1343,1979,4.0,2870,399000.0
1344,1951,3.0,1840,730001.0
1345,2000,4.0,4060,1795000.0
1346,2003,3.0,1630,260000.0
1347,1902,2.0,1880,751750.0
1348,1983,3.0,1780,325000.0
1349,1941,4.0,2330,344950.0
1350,1925,3.0,1840,457500.0
1351,1962,5.0,2330,389000.0
1352,2005,4.0,3200,515000.0
1353,2004,3.0,2330,732000.0
1354,1964,3.0,1950,415000.0
1355,1937,4.0,3080,1655000.0
1356,1951,2.0,1040,535000.0
1357,1940,4.0,1960,540000.0
1358,1926,5.0,2750,525000.0
1359,1977,3.0,1930,570000.0
1360,2001,5.0,4850,569950.0
1361,2004,4.0,1982,283200.0
1362,1926,3.0,2640,1100000.0
1363,1978,4.0,1850,830000.0
1364,1956,4.0,1940,495000.0
1365,2003,5.0,2840,292050.0
1366,1961,5.0,1900,415000.0
1367,1955,5.0,1410,295832.0
1368,1999,4.0,2520,450000.0
1369,1997,4.0,3160,1381000.0
1370,1991,4.0,3720,857000.0
1371,2014,3.0,1820,499950.0
1372,1967,3.0,1560,465000.0
1373,1964,3.0,1600,329000.0
1374,1984,3.0,1230,475000.0
1375,1955,3.0,960,255000.0
1376,1928,3.0,1270,435000.0
1377,2001,3.0,2810,685000.0
1378,2002,2.0,2160,715000.0
1379,1925,3.0,2520,780000.0
1380,2005,2.0,1180,345000.0
1381,2003,4.0,1810,355000.0
1382,1994,3.0,1680,282000.0
1383,1971,3.0,910,244000.0
1384,1951,3.0,3250,967500.0
1385,1965,3.0,2000,375000.0
1386,1985,3.0,3790,1600000.0
1387,1977,3.0,2310,527500.0
1388,1932,3.0,2510,994000.0
1389,1948,3.0,1320,313000.0
1390,1979,3.0,2370,587000.0
1391,1972,3.0,900,304000.0
1392,1940,3.0,2540,675000.0
1393,1968,4.0,2100,305000.0
1394,1943,3.0,1200,280000.0
1395,2005,5.0,3720,960000.0
1396,1988,3.0,1760,500000.0
1397,1987,3.0,1670,274950.0
1398,1998,3.0,2420,455600.0
1399,1964,5.0,3480,970000.0
1400,2003,4.0,1630,312900.0
1401,1921,4.0,2340,535000.0
1402,1910,2.0,920,427000.0
1403,1942,2.0,910,405000.0
1404,1943,3.0,1150,480000.0
1405,1940,3.0,2500,725000.0
1406,1973,4.0,3250,293000.0
1407,1967,4.0,1930,268000.0
1408,1991,4.0,3400,475000.0
1409,1985,3.0,1590,488000.0
1410,2009,4.0,3330,760000.0
1411,2009,5.0,4590,1710000.0
1412,2014,3.0,2610,754950.0
1413,2014,3.0,1658,263900.0
1414,2006,3.0,1600,460000.0
1415,2009,3.0,1296,399950.0
1416,2009,2.0,1280,370000.0
1417,2004,4.0,5940,1149000.0
1418,2009,4.0,2510,450800.0
1419,2005,3.0,2710,627000.0
1420,2013,3.0,1750,495000.0
1421,1927,3.0,1430,310000.0
1422,1933,4.0,1660,550000.0
1423,1943,2.0,1320,215000.0
1424,1984,4.0,2580,799000.0
1425,1993,4.0,2740,630000.0
1426,2007,3.0,2495,267000.0
1427,1950,6.0,2300,900000.0
1428,1963,3.0,1300,365000.0
1429,1974,4.0,2230,544500.0
1430,1917,4.0,2020,599000.0
1431,2001,4.0,2000,815000.0
1432,1952,2.0,1060,254000.0
1433,1923,2.0,2080,740000.0
1434,1979,3.0,2030,225000.0
1435,1943,3.0,2690,925000.0
1436,1946,4.0,3240,1285000.0
1437,1999,3.0,1550,537000.0
1438,1910,4.0,1480,335000.0
1439,1906,4.0,3040,840000.0
1440,1964,3.0,1560,224000.0
1441,2006,3.0,2250,395000.0
1442,1917,3.0,1100,450000.0
1443,1907,3.0,1700,681000.0
1444,1963,5.0,2680,898000.0
1445,1908,3.0,800,370000.0
1446,2005,2.0,1350,429000.0
1447,1910,3.0,820,150000.0
1448,2006,3.0,3160,555000.0
1449,1958,3.0,1720,326000.0
1450,1994,3.0,1680,225000.0
1451,1996,3.0,1300,245100.0
1452,1987,3.0,2190,665000.0
1453,1994,3.0,1720,535000.0
1454,1968,3.0,1160,305000.0
1455,1957,7.0,3150,999000.0
1456,1983,3.0,1210,215000.0
1457,1965,3.0,1980,432500.0
1458,2003,4.0,2990,655000.0
1459,1966,3.0,1430,266200.0
1460,1999,3.0,2060,244615.0
1461,1991,4.0,2230,460000.0
1462,1995,4.0,3090,370000.0
1463,1967,6.0,4250,465000.0
1464,1937,3.0,1970,1175000.0
1465,1927,2.0,1700,189000.0
1466,1995,3.0,2510,820000.0
1467,1959,6.0,3610,968000.0
1468,1900,4.0,2980,1400000.0
1469,1947,3.0,1610,438750.0
1470,1951,4.0,3650,1210000.0
1471,1960,4.0,2510,600000.0
1472,1932,3.0,1110,589000.0
1473,1926,3.0,1650,590000.0
1474,1994,3.0,1980,479900.0
1475,2007,2.0,880,210000.0
1476,1947,3.0,1490,745000.0
1477,1906,3.0,2520,840500.0
1478,1977,3.0,1820,420000.0
1479,1978,7.0,4140,565000.0
1480,2000,4.0,3420,840000.0
1481,2006,4.0,3150,681716.0
1482,1967,3.0,1580,600000.0
1483,1949,3.0,1660,380000.0
1484,1969,3.0,1100,168500.0
1485,1920,2.0,1270,355000.0
1486,1964,4.0,1450,277000.0
1487,1989,4.0,1830,236000.0
1488,1918,3.0,1300,270000.0
1489,1925,2.0,2320,700000.0
1490,1979,4.0,1680,425000.0
1491,1921,3.0,2300,635000.0
1492,1951,3.0,1400,510250.0
1493,1929,4.0,2410,960000.0
1494,1992,3.0,1480,254000.0
1495,1954,3.0,1390,299000.0
1496,1996,2.0,830,175000.0
1497,1949,2.0,740,157500.0
1498,1945,5.0,1940,580000.0
1499,1978,3.0,1340,124740.0
1500,1959,8.0,4440,1970000.0
1501,1954,2.0,800,285000.0
1502,1979,3.0,1310,242000.0
1503,1924,4.0,2330,840000.0
1504,2000,2.0,1400,474800.0
1505,2003,4.0,2360,490000.0
1506,2003,3.0,1840,465000.0
1507,2004,4.0,2680,515000.0
1508,1943,3.0,3890,430000.0
1509,1968,3.0,1400,253400.0
1510,1990,3.0,2400,355000.0
1511,1998,4.0,2920,740000.0
1512,1986,2.0,1390,186950.0
1513,1984,3.0,1680,306000.0
1514,1961,4.0,2040,510000.0
1515,1940,2.0,1080,345000.0
1516,1917,3.0,2280,875000.0
1517,2006,4.0,4490,700000.0
1518,2005,4.0,4700,1400000.0
1519,2012,4.0,2798,499950.0
1520,2005,3.0,2810,739000.0
1521,2008,4.0,3753,363000.0
1522,2007,4.0,3910,782000.0
1523,2005,2.0,1050,325000.0
1524,1916,4.0,1600,485000.0
1525,1968,4.0,2590,452000.0
1526,1978,4.0,1720,264950.0
1527,1965,6.0,4410,472000.0
1528,1957,3.0,1590,267500.0
1529,1996,4.0,2440,565000.0
1530,2003,3.0,1360,535000.0
1531,1952,2.0,910,389000.0
1532,1965,4.0,1390,400000.0
1533,1958,3.0,1470,264000.0
1534,1990,4.0,2920,690000.0
1535,1985,3.0,1950,412000.0
1536,2006,3.0,2390,695000.0
1537,1964,3.0,1270,246500.0
1538,1958,2.0,950,230000.0
1539,1925,2.0,900,302000.0
1540,1940,4.0,2280,820000.0
1541,1954,3.0,1010,145000.0
1542,1951,2.0,1260,436500.0
1543,1935,4.0,4730,2453500.0
1544,1992,3.0,2620,672000.0
1545,1927,3.0,2330,680000.0
1546,1911,5.0,2170,750500.0
1547,1900,5.0,2450,550000.0
1548,1978,4.0,1880,266500.0
1549,1915,4.0,2300,619000.0
1550,1988,3.0,1240,405000.0
1551,1916,2.0,820,300000.0
1552,1942,4.0,1530,231000.0
1553,1967,5.0,2900,790000.0
1554,1987,4.0,1240,400000.0
1555,2000,4.0,4140,950000.0
1556,1956,4.0,2240,450000.0
1557,1928,3.0,1480,595000.0
1558,1977,3.0,2270,332000.0
1559,1949,3.0,1250,155000.0
1560,1962,5.0,1930,400000.0
1561,1981,4.0,1700,349000.0
1562,1944,3.0,1590,529000.0
1563,1963,5.0,1880,405000.0
1564,1921,4.0,1640,635200.0
1565,1940,3.0,2600,540000.0
1566,1943,2.0,710,402000.0
1567,1999,6.0,6980,3100000.0
1568,1971,3.0,1460,329932.0
1569,1989,3.0,2080,300000.0
1570,2003,5.0,2630,525000.0
1571,1952,4.0,4430,2750000.0
1572,1999,4.0,2760,602500.0
1573,1955,4.0,1670,400000.0
1574,1944,4.0,1990,445000.0
1575,1989,3.0,2600,525000.0
1576,1909,2.0,1320,395000.0
1577,1929,3.0,2240,510000.0
1578,1959,4.0,1960,723000.0
1579,1988,3.0,2590,503000.0
1580,2000,4.0,2620,672500.0
1581,1991,3.0,2770,860000.0
1582,1924,3.0,2110,475300.0
1583,2001,4.0,2290,295000.0
1584,1909,4.0,4960,1425000.0
1585,1951,2.0,1110,250000.0
1586,2008,4.0,3310,658000.0
1587,1918,2.0,900,83000.0
1588,1960,3.0,1940,685000.0
1589,1986,3.0,1590,210000.0
1590,2008,3.0,2930,650880.0
1591,2011,4.0,2040,350000.0
1592,2006,2.0,1000,305000.0
1593,2008,3.0,1730,645000.0
1594,1901,3.0,1220,385000.0
1595,1983,3.0,3060,860000.0
1596,2002,4.0,2910,395000.0
1597,1980,3.0,1050,260000.0
1598,1992,3.0,1560,196440.0
1599,1900,3.0,1680,425000.0
1600,1977,4.0,4140,2400000.0
1601,1959,3.0,1550,369000.0
1602,1977,6.0,5700,1385000.0
1603,1990,3.0,2200,349900.0
1604,1994,2.0,1740,650000.0
1605,1955,3.0,1210,299950.0
